truth_condition,p,k,n_items,n_sims,seed,n_valid,n_invalid,auroc_median,auroc_p2.5,auroc_p97.5,minority_median,minority_rate_median,runtime_s,smoke,auroc_exact,exact_available
y=1,0.4,15,650,2000,4208513678,2000,0,0.27047281617835517,0.2302001479524961,0.31166238682577474,138.0,0.2123076923076923,0.717,False,0.2707372686910449,True
y=1,0.45,3,650,2000,746414515,2000,0,0.4609435902255324,0.42937082851244274,0.4955594044375098,277.0,0.42615384615384616,0.676,False,0.46240601503759393,True
y=1,0.45,5,650,2000,1889415768,2000,0,0.4408333333333333,0.40377457067953587,0.48086115259479734,265.0,0.4076923076923077,0.686,False,0.4413782434361694,True
y=1,0.45,7,650,2000,3049559067,2000,0,0.4251482120858766,0.3855837018395323,0.46860975474139793,254.0,0.39076923076923076,0.695,False,0.42560234266817293,True
y=1,0.45,9,650,2000,3704551568,2000,0,0.41186928241231513,0.37227948655480536,0.45538842540706265,246.0,0.37846153846153846,0.708,False,0.41255638242135,True
y=1,0.45,15,650,2000,1456410461,2000,0,0.3818838579652265,0.34024915473054224,0.4234002849777902,225.0,0.34615384615384615,0.726,False,0.3819457511305526,True
y=1,0.5,3,650,2000,3161285791,2000,0,0.49987689904784427,0.46768976545842217,0.5330325646524193,316.0,0.48615384615384616,0.677,False,0.49999999999999994,True
y=1,0.5,5,650,2000,3550623641,2000,0,0.49963477193234407,0.46401344165161057,0.5367065965612646,317.0,0.4876923076923077,0.687,False,0.49999999999999994,True
y=1,0.5,7,650,2000,4174586875,2000,0,0.5002939232555601,0.4614988187587349,0.5401428161803307,317.0,0.4876923076923077,0.696,False,0.5000000000000001,True
y=1,0.5,9,650,2000,80775030,2000,0,0.5000521488343597,0.46129611828020284,0.5401378862503224,316.0,0.48615384615384616,0.719,False,0.4999999999999999,True
y=1,0.5,15,650,2000,1406765857,2000,0,0.5002131040427078,0.4576477567575652,0.5421222537183517,316.0,0.48615384615384616,0.73,False,0.4999999999999998,True
y=1,0.55,3,650,2000,2963138798,2000,0,0.5370561489256054,0.503831363684357,0.5693421857209334,276.0,0.4246153846153846,0.678,False,0.5375939849624061,True
y=1,0.55,5,650,2000,1556154266,2000,0,0.5583248081987147,0.5205135200778331,0.5966509022505675,264.0,0.40615384615384614,0.686,False,0.5586217565638304,True
y=1,0.55,7,650,2000,2397322880,2000,0,0.5742257411454248,0.5344667144749804,0.6141333721465683,254.0,0.39076923076923076,0.695,False,0.5743976573318272,True
y=1,0.55,9,650,2000,3297476702,2000,0,0.5883102093121315,0.5462387963921761,0.6290525111281806,246.0,0.37846153846153846,0.704,False,0.5874436175786502,True
y=1,0.55,15,650,2000,358327134,2000,0,0.6183166584818345,0.5766538319821215,0.6593795254081034,226.0,0.3476923076923077,0.728,False,0.6180542488694468,True
y=1,0.6,3,650,2000,4099105457,2000,0,0.5767516822109887,0.5423899112295305,0.608988854392778,228.0,0.3507692307692308,0.675,False,0.5757575757575757,True
y=1,0.6,5,650,2000,3393246694,2000,0,0.6179372899606694,0.5794943268804732,0.6548217013903894,207.0,0.31846153846153846,0.687,False,0.6173948550428745,True
y=1,0.6,7,650,2000,3644742042,2000,0,0.649114308312795,0.6086818326556446,0.6868085337873042,188.0,0.28923076923076924,0.692,False,0.648066854091976,True
y=1,0.6,9,650,2000,2598890261,2000,0,0.6718094930284226,0.6303629069201263,0.7124064762573299,173.0,0.26615384615384613,0.703,False,0.6729615224010845,True
y=1,0.6,15,650,2000,1927062487,2000,0,0.7285163285028815,0.6845671055155436,0.7711148235515232,138.0,0.2123076923076923,0.727,False,0.7292627313089545,True
y=1,0.65,3,650,2000,781837545,2000,0,0.6156232107097722,0.5803344998873526,0.6479913609954464,183.0,0.2815384615384615,0.675,False,0.6150895140664963,True
y=1,0.65,5,650,2000,1790833334,2000,0,0.6767804301075269,0.6370580524740043,0.7158480891972255,153.0,0.2353846153846154,0.69,False,0.6763827903421932,True
y=1,0.65,7,650,2000,300481544,2000,0,0.7212510544695379,0.6794824823911049,0.75898644668937,129.0,0.19846153846153847,0.692,False,0.7200570476660223,True
y=1,0.65,9,650,2000,1418151395,2000,0,0.7540779450594857,0.7147782120632696,0.7942207300446812,111.0,0.17076923076923076,0.696,False,0.7543047364904347,True
y=1,0.65,15,650,2000,74380016,2000,0,0.8269276462750441,0.7851997099123336,0.8647358263021048,73.0,0.1123076923076923,0.717,False,0.8266333634038776,True
y=1,0.7,3,650,2000,833780012,2000,0,0.6560936440955707,0.6196501960686669,0.6907099730463737,140.0,0.2153846153846154,0.679,False,0.65625,True
y=1,0.7,5,650,2000,1500279582,2000,0,0.735728503900212,0.6971588906768559,0.7721100410162534,105.0,0.16153846153846155,0.686,False,0.7354521767451958,True
y=1,0.7,7,650,2000,4215161034,2000,0,0.7888870303565588,0.7487383473397046,0.8266918949063238,82.0,0.12615384615384614,0.689,False,0.7889707336365432,True
y=1,0.7,9,650,2000,1364270952,2000,0,0.8292033108577956,0.7888102991975122,0.8662303895547763,64.0,0.09846153846153846,0.7,False,0.8286618538899231,True
y=1,0.7,15,650,2000,2729636383,2000,0,0.9043826080825884,0.861925152821455,0.9379123882984188,32.0,0.04923076923076923,0.716,False,0.9036799930729081,True
y=1,0.75,3,650,2000,3331234261,2000,0,0.7005131290845577,0.6638387776242038,0.7344594037625304,101.0,0.15538461538461537,0.675,False,0.7,True
y=1,0.75,5,650,2000,1493819949,2000,0,0.7948438446208356,0.7536597615294286,0.8318947573035007,67.0,0.10307692307692308,0.683,False,0.7941176470588235,True
y=1,0.75,7,650,2000,3321510172,2000,0,0.8527833303988981,0.8116565305886667,0.8878103358533097,46.0,0.07076923076923076,0.686,False,0.8527571228741807,True
y=1,0.75,9,650,2000,227879921,2000,0,0.8938637207757557,0.8514326170248209,0.9256371223155251,31.0,0.047692307692307694,0.691,False,0.8926481571150703,True
y=1,0.75,15,650,2000,2144099791,2000,0,0.9598172792633852,0.9103076596772604,0.98203125,11.0,0.016923076923076923,0.703,False,0.9563256217777886,True
y=1,0.8,3,650,2000,2433688534,2000,0,0.7489183561784023,0.707395707953322,0.7824444189463823,68.0,0.10461538461538461,0.671,False,0.7472527472527473,True
y=1,0.8,5,650,2000,3746594498,2000,0,0.8520429660080712,0.8044057377049181,0.8883138001704178,37.0,0.05692307692307692,0.68,False,0.8513091520538073,True
y=1,0.8,7,650,2000,4217990976,2000,0,0.9103569368932038,0.8626640608889627,0.942973593520862,21.0,0.03230769230769231,0.683,False,0.9086047041217997,True
y=1,0.8,9,650,2000,638492689,2000,0,0.9455939770399215,0.8960789209443574,0.971875,13.0,0.02,0.696,False,0.9427536925941176,True
y=1,0.8,15,650,2000,1092056008,1873,127,0.9907407407407407,0.9473490484830449,0.9969135802469136,3.0,0.004615384615384616,0.659,False,0.9853342498935629,True
y=1,0.85,3,650,2000,2909767670,2000,0,0.8005675954592363,0.7554431963525932,0.8358027828896085,39.0,0.06,0.662,False,0.799145299145299,True
y=1,0.85,5,650,2000,1394648504,2000,0,0.9082911818604218,0.8544763842519685,0.9384765945236924,17.0,0.026153846153846153,0.677,False,0.9050237143160056,True
y=1,0.85,7,650,2000,43578203,1999,1,0.957734375,0.9029981271125845,0.9759316770186336,8.0,0.012307692307692308,0.681,False,0.9531199273509982,True
y=1,0.85,9,650,2000,667075169,1948,52,0.9829721362229102,0.9210514613456282,0.991499227202473,3.0,0.004615384615384616,0.668,False,0.9764741788216432,True
y=1,0.85,15,650,2000,125724445,665,1335,0.9984591679506933,0.9869029275808937,1.0,0.0,0.0,0.282,False,0.9969306724663889,True
y=1,0.9,3,650,2000,1949432027,2000,0,0.863516821636765,0.8011754769475358,0.8895922212207701,18.0,0.027692307692307693,0.648,False,0.8571428571428571,True
y=1,0.9,5,650,2000,1845571123,1991,9,0.9612403100775194,0.8876867594023699,0.9720930232558139,5.0,0.007692307692307693,0.663,False,0.9518279274326553,True
y=1,0.9,7,650,2000,4077643554,1618,382,0.9883900928792569,0.9388037231429008,0.9938271604938271,2.0,0.003076923076923077,0.561,False,0.983120466121315,True
y=1,0.9,9,650,2000,2045990761,918,1082,0.9961479198767335,0.9668721109399075,0.9992295839753467,0.0,0.0,0.351,False,0.9940060764344961,True
y=1,0.9,15,650,2000,2701611515,41,1959,1.0,0.99768875192604,1.0,0.0,0.0,0.087,False,0.9997249638325797,True
y=1,0.95,3,650,2000,1723740421,1983,17,0.9311145510835913,0.8061145510835913,0.945046439628483,4.0,0.006153846153846154,0.656,False,0.9231974921630095,True
y=1,0.95,5,650,2000,1429634303,1076,924,0.9892141756548536,0.977292960625489,0.9946070878274268,1.0,0.0015384615384615385,0.376,False,0.986220002825716,True
y=1,0.95,7,650,2000,768299962,233,1767,0.9984591679506933,0.9790446841294299,1.0,0.0,0.0,0.127,False,0.997447377518885,True
y=1,0.95,9,650,2000,3418104842,43,1957,1.0,0.9992284545074094,1.0,0.0,0.0,0.074,False,0.9995218745840547,True
y=1,0.95,15,650,2000,452710175,0,2000,,,,0.0,0.0,0.069,False,0.9999967856386905,True
y=0,0.05,3,650,2000,3953311577,1977,23,0.9313271604938271,0.8289922480620155,0.9451371897302718,5.0,0.007692307692307693,0.632,False,0.9231974921630094,True
y=0,0.05,5,650,2000,156068272,1042,958,0.9892141756548536,0.9264274691358024,0.9945899979631693,1.0,0.0015384615384615385,0.363,False,0.9862200028257159,True
y=0,0.05,7,650,2000,555902007,232,1768,0.9984591679506933,0.9892146321094792,1.0,0.0,0.0,0.128,False,0.997447377518885,True
y=0,0.05,9,650,2000,1547002139,42,1958,1.0,0.9946263482280431,1.0,0.0,0.0,0.074,False,0.9995218745840547,True
